STATE CODE,DISTRICT CODE,INDIA/STATE/UT/DISTRICT,TRU,P_Persons ,P_Males,P_Females,L_Persons,L_Males,L_Females,PL_Persons,PL_Males,PL_Females
0,0,INDIA,Total,1210193422,623724248,586469174,778454120,444203762,334250358,64,71,57
0,0,INDIA,Rural,833087662,427917052,405170610,493020878,288047480,204973398,59,67,51
0,0,INDIA,Urban,377105760,195807196,181298564,285433242,156156282,129276960,76,80,71
1,0,JAMMU & KASHMIR,Total,12548926,6665561,5883365,7245053,4370604,2874449,58,66,49
1,0,JAMMU & KASHMIR,Rural,9134820,4809619,4325201,4898008,2983896,1914112,54,62,44
1,0,JAMMU & KASHMIR,Urban,3414106,1855942,1558164,2347045,1386708,960337,69,75,62
1,1,Kupwara,Total,875564,475126,400438,454076,284397,169679,52,60,42
1,1,Kupwara,Rural,776322,418370,357952,393975,245342,148633,51,59,42
1,1,Kupwara,Urban,99242,56756,42486,60101,39055,21046,61,69,50
1,2,Badgam,Total,755331,400583,354748,350707,216720,133987,46,54,38
1,2,Badgam,Rural,666620,354419,312201,299932,186685,113247,45,53,36
1,2,Badgam,Urban,88711,46164,42547,50775,30035,20740,57,65,49
1,3,Leh(Ladakh),Total,147104,92907,54197,108885,77619,31266,74,84,58
1,3,Leh(Ladakh),Rural,83901,44605,39296,53868,32724,21144,64,73,54
1,3,Leh(Ladakh),Urban,63203,48302,14901,55017,44895,10122,87,93,68
1,4,Kargil,Total,143388,80791,62597,91604,61123,30481,64,76,49
1,4,Kargil,Rural,130635,74130,56505,82582,55680,26902,63,75,48
1,4,Kargil,Urban,12753,6661,6092,9022,5443,3579,71,82,59
1,5,Punch,Total,476820,252240,224580,269744,168435,101309,57,67,45
1,5,Punch,Rural,438176,230087,208089,239227,149524,89703,55,65,43
1,5,Punch,Urban,38644,22153,16491,30517,18911,11606,79,85,70
1,6,Rajouri,Total,619266,332424,286842,343196,210006,133190,55,63,46
1,6,Rajouri,Rural,575332,305253,270079,307501,186441,121060,53,61,45
1,6,Rajouri,Urban,43934,27171,16763,35695,23565,12130,81,87,72
1,7,Kathua,Total,615711,327953,287758,393611,231417,162194,64,71,56
1,7,Kathua,Rural,527176,280639,246537,324997,192840,132157,62,69,54
1,7,Kathua,Urban,88535,47314,41221,68614,38577,30037,77,82,73
1,8,Baramula,Total,1015503,542171,473332,571348,352289,219059,56,65,46
1,8,Baramula,Rural,840948,448357,392591,454730,283211,171519,54,63,44
1,8,Baramula,Urban,174555,93814,80741,116618,69078,47540,67,74,59
1,9,Bandipore,Total,385099,201531,183568,187789,116070,71719,49,58,39
1,9,Bandipore,Rural,320070,166445,153625,148807,91711,57096,46,55,37
1,9,Bandipore,Urban,65029,35086,29943,38982,24359,14623,60,69,49
1,10,Srinagar,Total,1250173,665789,584384,780729,455053,325676,62,68,56
1,10,Srinagar,Rural,15928,8220,7708,7620,4645,2975,48,57,39
1,10,Srinagar,Urban,1234245,657569,576676,773109,450408,322701,63,68,56
1,11,Ganderbal,Total,297003,158900,138103,147835,93222,54613,50,59,40
1,11,Ganderbal,Rural,250203,134064,116139,121559,77395,44164,49,58,38
1,11,Ganderbal,Urban,46800,24836,21964,26276,15827,10449,56,64,48
1,12,Pulwama,Total,570060,297988,272072,307088,184609,122479,54,62,45
1,12,Pulwama,Rural,491370,254609,236761,258048,154250,103798,53,61,44
1,12,Pulwama,Urban,78690,43379,35311,49040,30359,18681,62,70,53
1,13,Shupiyan,Total,265960,136302,129658,141038,82587,58451,53,61,45
1,13,Shupiyan,Rural,251010,128341,122669,130771,76637,54134,52,60,44
1,13,Shupiyan,Urban,14950,7961,6989,10267,5950,4317,69,75,62
1,14,Anantnag,Total,1069749,552203,517546,555453,325868,229585,52,59,44
1,14,Anantnag,Rural,791237,407278,383959,384704,227325,157379,49,56,41
1,14,Anantnag,Urban,278512,144925,133587,170749,98543,72206,61,68,54
1,15,Kulgam,Total,423181,216873,206308,212848,126668,86180,50,58,42
1,15,Kulgam,Rural,343739,175880,167859,167121,99687,67434,49,57,40
1,15,Kulgam,Urban,79442,40993,38449,45727,26981,18746,58,66,49
1,16,Doda,Total,409576,213091,196485,223343,141684,81659,55,66,42
1,16,Doda,Rural,377003,195065,181938,198296,126675,71621,53,65,39
1,16,Doda,Urban,32573,18026,14547,25047,15009,10038,77,83,69
1,17,Ramban,Total,283313,149032,134281,130054,86852,43202,46,58,32
1,17,Ramban,Rural,271527,142251,129276,121023,81165,39858,45,57,31
1,17,Ramban,Urban,11786,6781,5005,9031,5687,3344,77,84,67
1,18,Kishtwar,Total,231037,120496,110541,112348,71847,40501,49,60,37
1,18,Kishtwar,Rural,216196,112312,103884,100859,64970,35889,47,58,35
1,18,Kishtwar,Urban,14841,8184,6657,11489,6877,4612,77,84,69
1,19,Udhampur,Total,555357,298094,257263,330421,203248,127173,59,68,49
1,19,Udhampur,Rural,445850,232694,213156,242053,147261,94792,54,63,44
1,19,Udhampur,Urban,109507,65400,44107,88368,55987,32381,81,86,73
1,20,Reasi,Total,314714,166392,148322,153839,96036,57803,49,58,39
1,20,Reasi,Rural,288010,151716,136294,134788,84773,50015,47,56,37
1,20,Reasi,Urban,26704,14676,12028,19051,11263,7788,71,77,65
1,21,Jammu,Total,1526406,815727,710679,1147663,652302,495361,75,80,70
1,21,Jammu,Rural,768577,405740,362837,536949,307607,229342,70,76,63
1,21,Jammu,Urban,757829,409987,347842,610714,344695,266019,81,84,76
1,22,Samba,Total,318611,168948,149663,231434,132552,98882,73,78,66
1,22,Samba,Rural,264990,139144,125846,188598,107348,81250,71,77,65
1,22,Samba,Urban,53621,29804,23817,42836,25204,17632,80,85,74
2,0,HIMACHAL PRADESH,Total,6856509,3473892,3382617,5104506,2791542,2312964,74,80,68
2,0,HIMACHAL PRADESH,Rural,6167805,3102262,3065543,4533373,2475097,2058276,74,80,67
2,0,HIMACHAL PRADESH,Urban,688704,371630,317074,571133,316445,254688,83,85,80
2,1,Chamba,Total,518844,260848,257996,328940,189641,139299,63,73,54
2,1,Chamba,Rural,482653,241424,241229,298341,172529,125812,62,71,52
2,1,Chamba,Urban,36191,19424,16767,30599,17112,13487,85,88,80
2,2,Kangra,Total,1507223,748559,758664,1164461,613281,551180,77,82,73
2,2,Kangra,Rural,1420864,703276,717588,1097080,576989,520091,77,82,72
2,2,Kangra,Urban,86359,45283,41076,67381,36292,31089,78,80,76
2,3,Lahul & Spiti,Total,31528,16455,15073,22040,13018,9022,70,79,60
2,3,Lahul & Spiti,Rural,31528,16455,15073,22040,13018,9022,70,79,60
2,4,Kullu,Total,437474,224320,213154,310487,176552,133935,71,79,63
2,4,Kullu,Rural,396216,202418,193798,277004,157984,119020,70,78,61
2,4,Kullu,Urban,41258,21902,19356,33483,18568,14915,81,85,77
2,5,Mandi,Total,999518,496787,502731,736661,401990,334671,74,81,67
2,5,Mandi,Rural,936894,464732,472162,683751,374163,309588,73,81,66
2,5,Mandi,Urban,62624,32055,30569,52910,27827,25083,84,87,82
2,6,Hamirpur,Total,454293,216742,237551,361909,182350,179559,80,84,76
2,6,Hamirpur,Rural,422880,200450,222430,335205,168133,167072,79,84,75
2,6,Hamirpur,Urban,31413,16292,15121,26704,14217,12487,85,87,83
2,7,Una,Total,521057,263541,257516,403767,215575,188192,77,82,73
2,7,Una,Rural,476140,240088,236052,368700,196580,172120,77,82,73
2,7,Una,Urban,44917,23453,21464,35067,18995,16072,78,81,75
2,8,Bilaspur,Total,382056,192827,189229,291647,157835,133812,76,82,71
2,8,Bilaspur,Rural,356930,179726,177204,270766,146711,124055,76,82,70
2,8,Bilaspur,Urban,25126,13101,12025,20881,11124,9757,83,85,81
2,9,Solan,Total,576670,306162,270508,433877,247323,186554,75,81,69
2,9,Solan,Rural,474592,247195,227397,349800,197202,152598,74,80,67
2,9,Solan,Urban,102078,58967,43111,84077,50121,33956,82,85,79
2,10,Sirmaur,Total,530164,276801,253363,369651,209608,160043,70,76,63
2,10,Sirmaur,Rural,472926,246599,226327,322787,184197,138590,68,75,61
2,10,Sirmaur,Urban,57238,30202,27036,46864,25411,21453,82,84,79
2,11,Shimla,Total,813384,424486,388898,619427,347013,272414,76,82,70
2,11,Shimla,Rural,611884,313535,298349,446260,250235,196025,73,80,66
2,11,Shimla,Urban,201500,110951,90549,173167,96778,76389,86,87,84
2,12,Kinnaur,Total,84298,46364,37934,61639,37356,24283,73,81,64
2,12,Kinnaur,Rural,84298,46364,37934,61639,37356,24283,73,81,64
3,0,PUNJAB,Total,27704236,14634819,13069417,18988611,10626788,8361823,69,73,64
3,0,PUNJAB,Rural,17316800,9086466,8230334,11195395,6292022,4903373,65,69,60
3,0,PUNJAB,Urban,10387436,5548353,4839083,7793216,4334766,3458450,75,78,71
3,1,Gurdaspur,Total,2299026,1212995,1086031,1668339,928264,740075,73,77,68
3,1,Gurdaspur,Rural,1643882,858429,785453,1146337,634845,511492,70,74,65
3,1,Gurdaspur,Urban,655144,354566,300578,522002,293419,228583,80,83,76
3,2,Kapurthala,Total,817668,427659,390009,589324,324419,264905,72,76,68
3,2,Kapurthala,Rural,532296,275420,256876,368101,201969,166132,69,73,65
3,2,Kapurthala,Urban,285372,152239,133133,221223,122450,98773,78,80,74
3,3,Jalandhar,Total,2181753,1140536,1041217,1621845,884424,737421,74,78,71
3,3,Jalandhar,Rural,1021388,523390,497998,731501,396285,335216,72,76,67
3,3,Jalandhar,Urban,1160365,617146,543219,890344,488139,402205,77,79,74
3,4,Hoshiarpur,Total,1582793,806921,775872,1213407,647245,566162,77,80,73
3,4,Hoshiarpur,Rural,1247969,632251,615718,945773,503560,442213,76,80,72
3,4,Hoshiarpur,Urban,334824,174670,160154,267634,143685,123949,80,82,77
3,5,Shahid Bhagat Singh Nagar,Total,614362,314415,299947,444924,243152,201772,72,77,67
3,5,Shahid Bhagat Singh Nagar,Rural,488857,249182,239675,351798,192383,159415,72,77,67
3,5,Shahid Bhagat Singh Nagar,Urban,125505,65233,60272,93126,50769,42357,74,78,70
3,6,Fatehgarh Sahib,Total,599814,320603,279211,433038,243136,189902,72,76,68
3,6,Fatehgarh Sahib,Rural,414649,219831,194818,293446,164211,129235,71,75,66
3,6,Fatehgarh Sahib,Urban,185165,100772,84393,139592,78925,60667,75,78,72
3,7,Ludhiana,Total,3487882,1866203,1621679,2579209,1443283,1135926,74,77,70
3,7,Ludhiana,Rural,1425201,752685,672516,1017274,568137,449137,71,75,67
3,7,Ludhiana,Urban,2062681,1113518,949163,1561935,875146,686789,76,79,72
3,8,Moga,Total,992289,524289,468000,636979,353513,283466,64,67,61
3,8,Moga,Rural,768499,405793,362706,475967,265239,210728,62,65,58
3,8,Moga,Urban,223790,118496,105294,161012,88274,72738,72,74,69
3,9,Firozpur,Total,2026831,1070812,956019,1247177,721032,526145,62,67,55
3,9,Firozpur,Rural,1474592,775601,698991,854923,499493,355430,58,64,51
3,9,Firozpur,Urban,552239,295211,257028,392254,221539,170715,71,75,66
3,10,Muktsar,Total,902702,476300,426402,534782,306600,228182,59,64,54
